F148W,F169M,F172M,N219M,N279N,uprime,gprime,rprime,iprime,zprime,IRAC1,IRAC2,ageconv,Zconv
6.28093E-29,9.91173E-29,4.01047E-28,5.91561E-26,4.96377E-25,9.0626E-24,1.25374E-22,4.28133E-22,7.43152E-22,1.04107E-21,7.99212E-22,4.75716E-22,1.013033377,-0.301029996
7.58111E-20,6.89754E-20,7.31828E-20,7.02758E-20,5.60112E-20,4.48787E-20,3.8531E-20,2.71412E-20,2.08257E-20,1.70859E-20,1.95685E-21,1.2763E-21,0.659988307,-0.082466585
3.27395E-20,2.98682E-20,3.07543E-20,2.79722E-20,2.28622E-20,1.87487E-20,1.68157E-20,1.62595E-20,2.69495E-20,3.82979E-20,3.51107E-20,1.99466E-20,0.68350561,-0.082466585
1.54386E-20,1.4631E-20,1.50551E-20,1.42036E-20,1.25854E-20,1.18371E-20,1.38671E-20,1.22867E-20,1.27101E-20,1.40973E-20,7.08876E-21,4.03819E-21,0.707188201,-0.082466585
7.1185E-21,6.88101E-21,7.18102E-21,6.90146E-21,6.16727E-21,5.58747E-21,6.93888E-21,7.15147E-21,8.49097E-21,1.02699E-20,6.38411E-21,3.69166E-21,0.730535137,-0.082466585
3.57553E-21,3.61314E-21,3.75185E-21,3.78902E-21,3.61423E-21,3.87408E-21,5.82114E-21,5.38551E-21,5.85188E-21,6.75219E-21,4.03718E-21,2.28146E-21,0.754157924,-0.082466585
1.75823E-21,1.84545E-21,1.89581E-21,1.99679E-21,2.00382E-21,2.34296E-21,3.88234E-21,3.7261E-21,3.67906E-21,3.67552E-21,1.25292E-21,7.31127E-22,0.777670118,-0.082466585
8.22571E-22,8.96595E-22,9.27106E-22,1.03794E-21,1.09726E-21,1.39581E-21,2.49936E-21,2.52616E-21,2.52181E-21,2.59749E-21,1.34283E-21,8.96854E-22,0.801283722,-0.082466585
3.44159E-22,3.92784E-22,4.1785E-22,5.0277E-22,5.61534E-22,8.40212E-22,1.76314E-21,1.75908E-21,1.74758E-21,1.78227E-21,9.29868E-22,5.83188E-22,0.824797327,-0.082466585
1.10643E-22,1.38447E-22,1.65423E-22,2.17038E-22,2.61043E-22,4.82715E-22,1.2308E-21,1.24494E-21,1.23894E-21,1.2832E-21,6.3701E-22,3.98246E-22,0.848287358,-0.082466585
1.58701E-23,2.5067E-23,4.50546E-23,7.9461E-23,1.09413E-22,2.66367E-22,8.0566E-22,8.92462E-22,9.32649E-22,9.99533E-22,6.53936E-22,4.36485E-22,0.87176705,-0.082466585
9.24046E-25,1.50402E-24,5.52697E-24,2.47396E-23,4.06913E-23,1.42082E-22,4.60553E-22,6.11512E-22,6.82552E-22,7.59074E-22,5.11364E-22,3.54323E-22,0.895279244,-0.082466585
5.9992E-26,9.3733E-26,3.69639E-25,6.11311E-24,1.38248E-23,7.52126E-23,2.74315E-22,4.51996E-22,5.53194E-22,6.44732E-22,3.90144E-22,2.31386E-22,0.918752072,-0.082466585
5.07642E-27,7.4457E-27,2.39855E-26,1.43509E-24,4.69832E-24,3.37285E-23,1.34298E-22,2.48978E-22,3.24349E-22,3.86104E-22,2.42475E-22,1.42485E-22,0.942324587,-0.082466585
2.15426E-27,2.92288E-27,6.42574E-27,4.1781E-25,1.79411E-24,1.66066E-23,7.87357E-23,1.57447E-22,2.13818E-22,2.59422E-22,1.66738E-22,9.75126E-23,0.965896484,-0.082466585
1.03915E-28,1.67295E-28,6.78568E-28,9.93005E-26,7.04783E-25,8.39699E-24,4.59197E-23,9.77086E-23,1.34518E-22,1.69114E-22,1.00557E-22,5.9042E-23,0.989431606,-0.082466585
7.29356E-29,8.65725E-29,1.82052E-28,1.84439E-26,2.54769E-25,4.46078E-24,2.9633E-23,7.02189E-23,1.36609E-22,2.74371E-22,6.97571E-22,3.94232E-22,1.013033377,-0.082466585
